userid,gender,age,city,job,education
userid_058203,1,1,4,3,2.0
userid_058204,1,2,35,1,2.0
userid_058205,1,2,16,2,2.0
userid_058206,0,2,1,5,2.0
userid_058207,1,1,1,2,5.0
userid_058208,1,3,3,3,2.0
userid_058209,0,2,31,9,5.0
userid_058210,0,3,4,7,1.0
userid_058211,0,2,3,1,2.0
userid_058212,0,3,10,1,1.0
userid_058213,1,2,2,3,1.0
userid_058214,1,2,3,4,2.0
userid_058215,1,2,1,1,2.0
userid_058216,1,2,9,5,2.0
userid_058217,1,2,20,10,2.0
userid_058218,0,2,7,1,2.0
userid_058219,1,3,2,10,1.0
userid_058220,0,2,29,1,1.0
userid_058221,1,2,12,11,5.0
userid_058222,1,2,2,10,1.0
userid_058223,1,1,3,5,1.0
userid_058224,0,2,4,8,2.0
userid_058225,0,2,17,8,2.0
userid_058226,0,2,1,2,5.0
userid_058227,0,2,15,7,1.0
userid_058228,1,3,2,4,2.0
userid_058229,1,2,18,1,2.0
userid_058230,1,2,22,11,2.0
userid_058231,1,2,2,5,2.0
userid_058232,1,2,4,1,2.0
userid_058233,1,2,3,11,2.0
userid_058234,1,2,3,2,2.0
userid_058235,1,2,12,11,1.0
userid_058236,1,2,18,1,1.0
userid_058237,1,2,10,1,2.0
userid_058238,0,2,6,1,5.0
userid_058239,0,2,4,7,1.0
userid_058240,0,2,1,1,1.0
userid_058241,0,4,26,2,2.0
userid_058242,1,1,15,5,2.0
userid_058243,1,2,2,9,2.0
userid_058244,1,2,3,11,1.0
userid_058245,0,2,2,1,2.0
userid_058246,1,2,30,11,1.0
userid_058247,0,3,14,1,2.0
userid_058248,1,2,6,7,1.0
userid_058249,0,2,36,3,2.0
userid_058250,1,2,3,3,2.0
userid_058251,1,1,2,6,1.0
userid_058252,1,2,10,1,2.0
userid_058253,0,2,32,6,2.0
userid_058254,0,2,1,7,1.0
userid_058255,0,2,28,4,2.0
userid_058256,0,2,10,1,2.0
userid_058257,0,2,16,9,5.0
userid_058258,1,2,31,1,2.0
userid_058259,1,2,8,3,2.0
userid_058260,1,2,1,4,2.0
userid_058261,0,2,1,1,2.0
userid_058262,0,1,16,5,5.0
userid_058263,1,4,20,1,2.0
userid_058264,0,2,8,4,2.0
userid_058265,0,2,27,4,1.0
userid_058266,0,2,9,8,1.0
userid_058267,1,1,2,3,2.0
userid_058268,1,2,18,6,2.0
userid_058269,1,2,3,7,5.0
userid_058270,0,2,1,7,1.0
userid_058271,0,2,16,1,2.0
userid_058272,1,2,2,9,5.0
userid_058273,1,3,3,5,5.0
userid_058274,1,2,2,11,5.0
userid_058275,1,2,2,3,2.0
userid_058276,1,2,1,5,5.0
userid_058277,1,1,3,4,2.0
userid_058278,1,2,2,11,2.0
userid_058279,0,2,34,5,1.0
userid_058280,0,2,3,1,2.0
userid_058281,1,2,10,7,2.0
userid_058282,1,1,1,9,2.0
userid_058283,1,2,1,1,2.0
userid_058284,1,2,4,10,5.0
userid_058285,1,2,19,1,1.0
userid_058286,1,3,2,9,2.0
userid_058287,1,2,16,8,1.0
userid_058288,0,2,11,11,1.0
userid_058289,1,2,13,1,2.0
userid_058290,1,2,3,8,5.0
userid_058291,1,2,4,7,1.0
userid_058292,1,2,12,1,2.0
userid_058293,1,4,3,8,2.0
userid_058294,1,1,2,7,5.0
userid_058295,1,2,26,6,2.0
userid_058296,1,2,27,3,5.0
userid_058297,1,3,2,1,2.0
userid_058298,1,3,2,5,2.0
userid_058299,0,1,4,3,2.0
userid_058300,0,2,3,2,2.0
userid_058301,1,2,31,9,1.0
userid_058302,0,2,15,1,5.0
userid_058303,1,2,6,1,2.0
userid_058304,0,1,1,1,2.0
userid_058305,0,2,32,1,1.0
userid_058306,0,4,4,4,2.0
userid_058307,0,2,13,8,5.0
userid_058308,1,2,1,1,2.0
userid_058309,1,2,8,1,1.0
userid_058310,0,2,2,11,1.0
userid_058311,1,1,15,8,5.0
userid_058312,0,1,1,10,1.0
userid_058313,1,3,2,5,1.0
userid_058314,1,1,3,1,1.0
userid_058315,0,1,2,5,1.0
userid_058316,0,2,16,2,2.0
userid_058317,1,2,18,1,1.0
userid_058318,1,2,3,7,2.0
userid_058319,0,2,2,11,2.0
userid_058320,1,2,4,6,2.0
userid_058321,0,2,30,3,2.0
userid_058322,1,1,11,1,2.0
userid_058323,1,2,2,1,2.0
userid_058324,1,2,4,1,2.0
userid_058325,1,1,17,2,5.0
userid_058326,1,1,28,6,1.0
userid_058327,1,1,34,1,2.0
userid_058328,1,2,4,4,5.0
userid_058329,0,2,1,9,5.0
userid_058330,1,2,7,1,1.0
userid_058331,1,2,19,1,2.0
userid_058332,0,2,18,6,2.0
userid_058333,1,2,4,1,2.0
userid_058334,1,2,14,7,5.0
userid_058335,0,2,4,1,2.0
userid_058336,1,2,1,1,5.0
userid_058337,0,2,4,1,1.0
userid_058338,1,2,1,9,2.0
userid_058339,0,1,4,9,1.0
userid_058340,0,2,2,9,2.0
userid_058341,0,2,2,8,1.0
userid_058342,1,2,4,1,2.0
userid_058343,1,1,33,6,5.0
userid_058344,1,1,2,1,2.0
userid_058345,0,2,27,1,5.0
userid_058346,1,1,1,4,1.0
userid_058347,1,1,6,1,2.0
userid_058348,0,2,19,2,2.0
userid_058349,1,2,3,10,5.0
userid_058350,0,3,13,1,2.0
userid_058351,0,2,1,6,2.0
userid_058352,0,1,23,1,5.0
userid_058353,1,2,2,2,2.0
userid_058354,1,1,32,3,2.0
userid_058355,1,1,34,7,2.0
userid_058356,1,2,3,4,2.0
userid_058357,1,2,4,1,2.0
userid_058358,1,2,16,1,2.0
userid_058359,0,2,31,10,2.0
userid_058360,1,1,16,1,5.0
userid_058361,1,3,3,8,5.0
userid_058362,0,2,3,1,2.0
userid_058363,1,1,3,7,2.0
userid_058364,0,2,15,1,1.0
userid_058365,1,2,2,1,2.0
userid_058366,1,3,4,3,2.0
userid_058367,1,3,4,1,2.0
userid_058368,0,2,4,7,2.0
userid_058369,0,1,1,10,1.0
userid_058370,1,1,1,8,2.0
userid_058371,0,2,3,10,2.0
userid_058372,0,2,3,1,2.0
userid_058373,1,2,4,5,2.0
userid_058374,1,2,3,3,5.0
userid_058375,1,3,1,11,1.0
userid_058376,0,2,17,9,5.0
userid_058377,1,1,3,2,5.0
userid_058378,0,1,3,5,1.0
userid_058379,1,2,1,8,5.0
userid_058380,0,3,25,1,2.0
userid_058381,1,2,4,1,2.0
userid_058382,1,1,34,2,2.0
userid_058383,0,2,19,1,5.0
userid_058384,0,2,1,3,2.0
userid_058385,1,3,2,12,1.0
userid_058386,1,1,1,1,1.0
userid_058387,1,2,5,9,2.0
userid_058388,0,2,2,6,2.0
userid_058389,1,3,31,2,2.0
userid_058390,1,1,3,1,2.0
userid_058391,1,2,4,8,1.0
userid_058392,1,2,12,11,5.0
userid_058393,0,2,36,1,2.0
userid_058394,1,2,4,1,2.0
userid_058395,0,2,36,1,5.0
userid_058396,0,1,1,1,2.0
userid_058397,1,2,3,7,5.0
userid_058398,1,2,1,2,2.0
userid_058399,1,2,4,1,1.0
userid_058400,0,2,13,1,1.0
userid_058401,1,2,1,1,2.0
userid_058402,1,1,9,12,5.0
userid_058403,1,2,36,1,1.0
userid_058404,1,2,2,4,2.0
userid_058405,0,2,2,5,2.0
userid_058406,1,1,4,10,2.0
userid_058407,1,2,36,11,5.0
userid_058408,0,2,24,4,2.0
userid_058409,1,3,9,1,5.0
userid_058410,1,2,2,1,2.0
userid_058411,1,1,1,1,2.0
userid_058412,1,2,24,1,1.0
userid_058413,1,2,4,8,1.0
userid_058414,1,2,15,8,5.0
userid_058415,1,2,32,1,2.0
userid_058416,0,2,35,1,1.0
userid_058417,1,3,30,1,2.0
userid_058418,0,2,11,11,2.0
userid_058419,0,2,1,1,1.0
userid_058420,1,2,2,1,1.0
userid_058421,0,3,1,9,2.0
userid_058422,0,3,1,1,2.0
userid_058423,0,1,2,11,1.0
userid_058424,1,2,20,10,2.0
userid_058425,1,2,3,1,1.0
userid_058426,0,2,13,11,1.0
userid_058427,0,1,29,3,2.0
userid_058428,0,2,16,1,1.0
userid_058429,1,2,6,11,1.0
userid_058430,0,1,16,1,5.0
userid_058431,1,2,2,1,1.0
userid_058432,0,2,11,2,2.0
userid_058433,1,3,17,11,2.0
userid_058434,0,2,3,1,1.0
userid_058435,1,2,15,10,1.0
userid_058436,0,2,3,1,1.0
userid_058437,1,2,36,6,5.0
userid_058438,1,1,31,3,1.0
userid_058439,1,2,3,4,2.0
userid_058440,0,1,4,1,2.0
userid_058441,1,1,1,10,2.0
userid_058442,1,1,31,11,1.0
userid_058443,1,2,4,12,2.0
userid_058444,1,2,6,1,2.0
userid_058445,0,2,11,1,5.0
userid_058446,0,2,33,1,1.0
userid_058447,1,2,1,10,2.0
userid_058448,0,1,4,2,5.0
userid_058449,1,1,7,1,2.0
userid_058450,1,2,2,1,1.0
userid_058451,1,2,4,2,2.0
userid_058452,0,2,4,12,2.0
userid_058453,1,2,27,1,2.0
userid_058454,0,2,4,1,5.0
userid_058455,0,2,29,1,1.0
userid_058456,1,1,6,1,5.0
userid_058457,1,2,34,1,2.0
userid_058458,0,2,4,7,2.0
userid_058459,1,1,4,4,2.0
userid_058460,0,2,3,9,2.0
userid_058461,1,1,3,1,1.0
userid_058462,1,2,4,7,1.0
userid_058463,1,2,21,1,1.0
userid_058464,0,2,3,1,2.0
userid_058465,0,2,4,1,5.0
userid_058466,0,1,34,6,1.0
userid_058467,0,3,9,4,1.0
userid_058468,0,2,9,1,1.0
userid_058469,1,2,28,1,2.0
userid_058470,0,2,4,11,2.0
userid_058471,1,2,3,6,2.0
userid_058472,0,2,4,11,1.0
userid_058473,1,2,3,1,2.0
userid_058474,1,2,1,5,2.0
userid_058475,0,2,4,1,2.0
userid_058476,1,2,3,10,2.0
userid_058477,1,2,2,7,1.0
userid_058478,1,2,22,5,1.0
userid_058479,1,2,33,1,2.0
userid_058480,1,2,1,9,2.0
userid_058481,1,2,3,4,2.0
userid_058482,1,1,16,4,5.0
userid_058483,1,2,4,2,5.0
userid_058484,0,2,24,1,2.0
userid_058485,1,1,2,6,2.0
userid_058486,1,2,3,1,5.0
userid_058487,1,2,3,1,2.0
userid_058488,0,2,1,7,2.0
userid_058489,1,2,2,9,1.0
userid_058490,1,2,3,5,5.0
userid_058491,0,1,16,2,1.0
userid_058492,1,2,4,3,2.0
userid_058493,1,1,8,7,2.0
userid_058494,0,2,2,1,2.0
userid_058495,1,3,9,8,2.0
userid_058496,1,1,2,9,2.0
userid_058497,1,2,27,1,1.0
userid_058498,0,2,2,6,2.0
userid_058499,1,3,4,6,2.0
userid_058500,0,3,2,9,2.0
userid_058501,1,3,19,5,1.0
userid_058502,1,2,33,1,1.0
userid_058503,1,2,33,10,2.0
userid_058504,1,1,7,4,1.0
userid_058505,0,2,2,1,5.0
userid_058506,0,2,15,2,2.0
userid_058507,1,3,4,1,1.0
userid_058508,0,2,4,7,1.0
userid_058509,1,2,1,8,1.0
userid_058510,1,2,33,5,2.0
userid_058511,1,3,3,3,2.0
userid_058512,1,2,34,11,5.0
userid_058513,1,2,25,8,2.0
userid_058514,0,2,3,8,5.0
userid_058515,0,2,4,9,2.0
userid_058516,1,2,1,10,1.0
userid_058517,1,3,13,1,2.0
userid_058518,0,1,34,5,2.0
userid_058519,1,1,5,10,2.0
userid_058520,1,2,30,5,5.0
userid_058521,0,2,24,1,2.0
userid_058522,0,2,3,9,1.0
userid_058523,0,2,4,1,1.0
userid_058524,1,2,25,1,1.0
userid_058525,1,3,24,6,1.0
userid_058526,0,2,3,6,2.0
userid_058527,1,2,4,4,5.0
userid_058528,1,3,4,11,2.0
userid_058529,1,2,1,8,2.0
userid_058530,1,2,4,2,2.0
userid_058531,1,2,3,1,1.0
userid_058532,1,2,3,7,5.0
userid_058533,0,2,1,1,1.0
userid_058534,1,2,4,8,2.0
userid_058535,0,2,1,10,2.0
userid_058536,1,2,25,1,1.0
userid_058537,1,2,2,1,2.0
userid_058538,1,2,13,5,5.0
userid_058539,1,2,4,10,1.0
userid_058540,1,3,1,1,1.0
userid_058541,1,1,20,9,1.0
userid_058542,0,2,2,1,2.0
userid_058543,1,2,4,5,5.0
userid_058544,1,2,28,11,2.0
userid_058545,0,1,7,2,5.0
userid_058546,1,1,1,2,1.0
userid_058547,1,1,23,1,2.0
userid_058548,1,2,7,2,2.0
userid_058549,1,3,27,6,2.0
userid_058550,0,2,16,1,5.0
userid_058551,1,2,3,6,1.0
userid_058552,0,2,1,1,2.0
userid_058553,0,1,20,1,2.0
userid_058554,1,1,2,11,2.0
userid_058555,1,1,4,8,2.0
userid_058556,1,2,1,5,1.0
userid_058557,1,2,3,2,5.0
userid_058558,1,2,2,9,5.0
userid_058559,0,2,10,6,1.0
userid_058560,1,2,33,1,1.0
userid_058561,1,2,2,10,2.0
userid_058562,1,2,28,9,2.0
userid_058563,1,2,26,3,2.0
userid_058564,0,2,25,4,1.0
userid_058565,1,1,3,10,2.0
userid_058566,0,2,1,1,2.0
userid_058567,1,2,4,3,5.0
userid_058568,1,2,31,6,2.0
userid_058569,0,3,4,9,1.0
userid_058570,0,1,3,1,1.0
userid_058571,1,1,1,1,2.0
userid_058572,1,2,3,10,5.0
userid_058573,0,2,19,4,2.0
userid_058574,0,2,3,1,2.0
userid_058575,1,2,3,10,2.0
userid_058576,1,3,9,11,1.0
userid_058577,1,2,33,5,1.0
userid_058578,1,2,6,1,1.0
userid_058579,1,1,3,1,2.0
userid_058580,0,3,17,3,2.0
userid_058581,0,2,18,1,1.0
userid_058582,1,1,10,2,2.0
userid_058583,0,2,3,11,2.0
userid_058584,1,2,27,7,5.0
userid_058585,1,2,27,7,5.0
userid_058586,0,2,1,5,2.0
userid_058587,1,2,30,1,2.0
userid_058588,0,2,25,9,1.0
userid_058589,1,2,1,8,2.0
userid_058590,1,2,35,1,2.0
userid_058591,1,2,18,3,2.0
userid_058592,1,2,4,1,1.0
userid_058593,1,2,4,8,2.0
userid_058594,1,3,11,8,5.0
userid_058595,1,2,16,4,2.0
userid_058596,1,1,24,5,1.0
userid_058597,0,2,5,8,2.0
userid_058598,0,1,35,1,2.0
userid_058599,1,2,1,1,1.0
userid_058600,1,3,2,7,1.0
userid_058601,1,2,30,6,1.0
userid_058602,1,2,4,3,5.0
userid_058603,0,2,18,6,2.0
userid_058604,1,2,16,1,2.0
userid_058605,1,2,2,1,1.0
userid_058606,1,2,9,8,2.0
userid_058607,0,2,32,9,1.0
userid_058608,1,2,2,2,1.0
userid_058609,1,1,4,8,2.0
userid_058610,1,2,20,5,1.0
userid_058611,1,2,31,1,2.0
userid_058612,1,2,1,1,2.0
userid_058613,1,2,1,8,2.0
userid_058614,0,2,3,2,2.0
userid_058615,1,2,2,1,2.0
userid_058616,1,2,3,1,2.0
userid_058617,1,2,4,5,2.0
userid_058618,0,1,3,2,2.0
userid_058619,0,2,2,1,1.0
userid_058620,1,2,5,11,5.0
userid_058621,1,1,31,10,1.0
userid_058622,0,2,1,5,1.0
userid_058623,0,2,31,2,1.0
userid_058624,0,3,28,1,2.0
userid_058625,1,2,1,11,2.0
userid_058626,0,2,1,5,2.0
userid_058627,1,1,3,6,2.0
userid_058628,1,1,3,5,1.0
userid_058629,0,2,2,1,2.0
userid_058630,0,3,20,8,2.0
userid_058631,0,2,3,3,1.0
userid_058632,1,2,3,2,1.0
userid_058633,1,1,24,9,2.0
userid_058634,0,2,7,4,2.0
userid_058635,1,2,1,6,5.0
userid_058636,1,2,1,3,1.0
userid_058637,1,1,3,5,5.0
userid_058638,1,2,24,5,1.0
userid_058639,0,2,1,1,1.0
userid_058640,0,2,31,1,1.0
userid_058641,1,2,5,10,1.0
userid_058642,0,4,2,9,1.0
userid_058643,0,2,2,4,1.0
userid_058644,0,2,20,3,2.0
userid_058645,1,1,4,1,2.0
userid_058646,1,2,3,11,2.0
userid_058647,1,1,2,3,2.0
userid_058648,1,2,3,11,2.0
userid_058649,1,2,2,2,5.0
userid_058650,1,2,4,7,5.0
userid_058651,0,2,14,10,1.0
userid_058652,0,2,3,1,2.0
userid_058653,1,1,4,6,1.0
userid_058654,0,2,31,8,1.0
userid_058655,1,2,4,6,2.0
userid_058656,1,2,31,1,2.0
userid_058657,1,2,2,5,2.0
userid_058658,1,2,3,4,2.0
userid_058659,0,2,34,1,5.0
userid_058660,0,2,4,1,5.0
userid_058661,0,1,27,6,2.0
userid_058662,1,3,12,3,1.0
userid_058663,0,2,3,1,2.0
userid_058664,1,2,14,1,2.0
userid_058665,0,2,2,10,2.0
userid_058666,0,1,3,2,2.0
userid_058667,1,2,2,11,2.0
userid_058668,1,2,2,8,2.0
userid_058669,1,1,1,1,2.0
userid_058670,1,1,3,1,5.0
userid_058671,1,2,2,9,5.0
userid_058672,1,1,4,3,2.0
userid_058673,1,1,26,11,2.0
userid_058674,1,2,21,1,2.0
userid_058675,0,2,15,5,5.0
userid_058676,1,2,4,6,5.0
userid_058677,1,2,10,6,1.0
userid_058678,0,1,25,1,1.0
userid_058679,1,2,17,10,2.0
userid_058680,1,1,9,5,1.0
userid_058681,0,2,3,4,2.0
userid_058682,0,2,3,2,2.0
userid_058683,1,2,4,2,2.0
userid_058684,0,2,11,10,2.0
userid_058685,1,2,1,10,1.0
userid_058686,0,2,3,9,2.0
userid_058687,1,3,25,2,5.0
userid_058688,1,2,2,6,2.0
userid_058689,0,2,1,1,2.0
userid_058690,0,3,3,1,2.0
userid_058691,0,2,20,1,2.0
userid_058692,0,2,12,1,2.0
userid_058693,1,2,5,1,2.0
userid_058694,0,2,1,1,1.0
userid_058695,1,2,2,3,5.0
userid_058696,1,2,21,7,2.0
userid_058697,1,1,1,1,2.0
userid_058698,1,1,36,10,2.0
userid_058699,0,1,2,1,2.0
userid_058700,0,2,13,9,5.0
userid_058701,1,2,2,8,5.0
userid_058702,1,1,14,5,5.0
userid_058703,1,2,18,10,1.0
userid_058704,1,2,3,9,2.0
userid_058705,1,2,31,5,1.0
userid_058706,1,2,2,1,2.0
userid_058707,1,2,2,10,2.0
userid_058708,0,1,2,8,5.0
userid_058709,1,3,2,8,5.0
userid_058710,0,1,4,1,2.0
userid_058711,1,2,34,3,2.0
userid_058712,0,2,8,6,2.0
userid_058713,1,2,3,1,2.0
userid_058714,1,2,2,7,2.0
userid_058715,1,2,8,1,1.0
userid_058716,1,2,19,1,1.0
userid_058717,0,1,33,7,2.0
userid_058718,0,1,10,9,2.0
userid_058719,0,2,25,1,2.0
userid_058720,0,2,1,3,2.0
userid_058721,1,1,2,1,2.0
userid_058722,1,3,4,7,2.0
userid_058723,0,2,4,8,1.0
userid_058724,1,2,22,12,2.0
userid_058725,1,2,4,1,5.0
userid_058726,0,2,13,1,1.0
userid_058727,1,2,22,1,1.0
userid_058728,1,2,7,3,1.0
userid_058729,0,2,3,11,1.0
userid_058730,1,2,3,1,5.0
userid_058731,0,2,3,1,1.0
userid_058732,1,3,27,8,1.0
userid_058733,0,2,2,3,1.0
userid_058734,1,2,12,5,2.0
userid_058735,1,1,14,10,5.0
userid_058736,0,2,1,3,1.0
userid_058737,1,2,8,7,2.0
userid_058738,1,2,1,1,1.0
userid_058739,0,2,1,1,2.0
userid_058740,0,1,2,12,2.0
userid_058741,1,2,2,1,2.0
userid_058742,1,2,9,2,2.0
userid_058743,1,2,1,1,1.0
userid_058744,1,2,9,9,2.0
userid_058745,1,2,1,8,2.0
userid_058746,1,2,3,10,2.0
userid_058747,1,2,19,1,5.0
userid_058748,1,2,2,5,2.0
userid_058749,1,2,2,1,2.0
userid_058750,1,3,2,1,2.0
userid_058751,1,2,9,2,2.0
userid_058752,1,2,2,8,1.0
userid_058753,1,2,34,4,2.0
userid_058754,1,2,4,1,5.0
userid_058755,1,2,4,9,5.0
userid_058756,1,2,29,9,5.0
userid_058757,1,2,24,8,1.0
userid_058758,1,2,1,1,1.0
userid_058759,0,1,22,10,5.0
userid_058760,1,2,3,1,2.0
userid_058761,1,2,36,1,1.0
userid_058762,1,1,1,2,1.0
userid_058763,0,2,2,1,5.0
userid_058764,0,2,4,6,1.0
userid_058765,1,2,1,7,5.0
userid_058766,1,2,29,9,2.0
userid_058767,0,1,5,4,5.0
userid_058768,1,2,19,9,2.0
userid_058769,0,2,1,1,2.0
userid_058770,0,1,2,5,5.0
userid_058771,1,2,4,7,5.0
userid_058772,0,2,4,7,1.0
userid_058773,0,1,4,4,2.0
userid_058774,1,1,27,4,1.0
userid_058775,0,3,13,5,5.0
userid_058776,1,2,1,3,1.0
userid_058777,1,2,34,11,5.0
userid_058778,1,1,3,1,2.0
userid_058779,1,1,2,8,2.0
userid_058780,1,3,4,1,2.0
userid_058781,1,2,2,6,1.0
userid_058782,1,2,13,1,1.0
userid_058783,1,2,3,9,2.0
userid_058784,1,2,13,6,2.0
userid_058785,1,2,35,1,2.0
userid_058786,1,2,1,6,2.0
userid_058787,1,1,2,1,2.0
userid_058788,1,2,3,7,2.0
userid_058789,1,3,2,1,2.0
userid_058790,1,2,1,5,1.0
userid_058791,1,2,3,7,2.0
userid_058792,1,2,4,1,2.0
userid_058793,1,2,14,11,2.0
userid_058794,1,3,33,4,2.0
userid_058795,1,2,15,1,5.0
userid_058796,1,2,26,4,5.0
userid_058797,1,1,2,1,2.0
userid_058798,1,1,21,5,1.0
userid_058799,0,2,3,11,1.0
userid_058800,1,2,2,1,1.0
userid_058801,0,2,1,1,5.0
userid_058802,0,1,3,1,2.0
userid_058803,0,2,1,1,1.0
userid_058804,1,1,6,10,1.0
userid_058805,1,2,4,1,2.0
userid_058806,1,3,29,11,5.0
userid_058807,0,3,22,1,2.0
userid_058808,1,2,2,12,5.0
userid_058809,1,3,17,12,5.0
userid_058810,0,2,4,1,2.0
userid_058811,1,2,1,11,2.0
userid_058812,1,2,6,1,1.0
userid_058813,0,2,2,1,2.0
userid_058814,0,2,25,1,2.0
userid_058815,0,2,1,1,1.0
userid_058816,1,2,4,1,2.0
userid_058817,0,1,1,3,2.0
userid_058818,1,3,1,10,2.0
userid_058819,1,2,1,1,1.0
userid_058820,1,2,35,1,2.0
userid_058821,1,1,20,1,2.0
userid_058822,1,3,4,8,5.0
userid_058823,1,2,12,1,1.0
userid_058824,0,2,1,11,2.0
userid_058825,1,1,2,1,1.0
userid_058826,0,1,9,1,2.0
userid_058827,1,2,3,1,1.0
userid_058828,1,2,25,1,1.0
userid_058829,0,1,13,12,2.0
userid_058830,1,1,3,1,2.0
userid_058831,1,1,20,6,2.0
userid_058832,1,2,2,7,1.0
userid_058833,1,2,16,8,2.0
userid_058834,0,2,2,5,5.0
userid_058835,0,3,3,1,5.0
userid_058836,1,2,10,6,1.0
userid_058837,1,2,4,1,1.0
userid_058838,1,2,10,12,2.0
userid_058839,1,1,30,10,2.0
userid_058840,0,1,23,1,5.0
userid_058841,1,2,4,3,5.0
userid_058842,1,2,27,2,2.0
userid_058843,0,2,3,11,2.0
userid_058844,1,2,3,1,2.0
userid_058845,0,2,21,5,2.0
userid_058846,1,2,4,2,5.0
userid_058847,1,2,4,1,2.0
userid_058848,1,2,2,1,2.0
userid_058849,1,2,3,6,2.0
userid_058850,0,3,3,1,2.0
userid_058851,0,2,2,1,1.0
userid_058852,1,3,1,3,2.0
userid_058853,1,2,24,3,1.0
userid_058854,0,2,2,1,2.0
userid_058855,1,2,3,9,5.0
userid_058856,0,2,3,3,2.0
userid_058857,1,2,2,9,5.0
userid_058858,1,2,2,1,1.0
userid_058859,0,2,20,9,2.0
userid_058860,1,1,3,1,2.0
userid_058861,1,2,31,2,1.0
userid_058862,1,2,3,3,1.0
userid_058863,1,2,1,6,5.0
userid_058864,1,1,15,1,2.0
userid_058865,1,2,3,1,5.0
userid_058866,0,2,3,10,1.0
userid_058867,0,2,2,1,1.0
userid_058868,0,2,4,11,1.0
userid_058869,1,2,3,4,2.0
userid_058870,1,1,2,2,2.0
userid_058871,0,2,3,1,1.0
userid_058872,0,2,4,4,1.0
userid_058873,1,2,4,7,1.0
userid_058874,1,3,3,1,2.0
userid_058875,1,1,1,1,5.0
userid_058876,1,1,15,4,5.0
userid_058877,1,2,1,9,1.0
userid_058878,1,2,32,1,2.0
userid_058879,1,2,15,1,1.0
userid_058880,0,1,32,1,2.0
userid_058881,1,2,20,8,2.0
userid_058882,1,2,3,1,1.0
userid_058883,0,2,30,1,1.0
userid_058884,0,2,2,1,2.0
userid_058885,1,3,3,9,1.0
userid_058886,1,2,4,6,2.0
userid_058887,1,3,19,8,2.0
userid_058888,1,2,1,1,2.0
userid_058889,0,2,31,10,5.0
userid_058890,1,2,15,1,1.0
userid_058891,1,2,3,1,5.0
userid_058892,1,2,2,9,5.0
userid_058893,1,2,3,1,1.0
userid_058894,0,1,3,1,2.0
userid_058895,1,2,28,6,2.0
userid_058896,1,2,10,1,2.0
userid_058897,0,3,6,11,1.0
userid_058898,0,2,4,2,2.0
userid_058899,0,2,34,10,1.0
userid_058900,0,1,34,11,1.0
userid_058901,0,2,1,1,1.0
userid_058902,1,1,4,4,2.0
userid_058903,1,1,36,2,5.0
userid_058904,1,2,5,4,2.0
userid_058905,0,2,11,7,1.0
userid_058906,0,2,1,1,5.0
userid_058907,1,2,2,1,1.0
userid_058908,1,2,4,5,2.0
userid_058909,0,2,32,1,5.0
userid_058910,1,2,3,1,2.0
userid_058911,1,2,4,1,2.0
userid_058912,1,3,25,2,5.0
userid_058913,1,3,4,1,1.0
userid_058914,1,2,4,6,5.0
userid_058915,1,2,2,1,1.0
userid_058916,1,1,3,1,2.0
userid_058917,0,2,35,1,2.0
userid_058918,0,1,30,4,2.0
userid_058919,0,2,11,12,2.0
userid_058920,0,2,2,3,2.0
userid_058921,0,3,2,1,1.0
userid_058922,1,2,3,12,2.0
userid_058923,1,1,24,9,2.0
userid_058924,1,2,35,9,2.0
userid_058925,1,2,3,1,5.0
userid_058926,1,2,1,9,1.0
userid_058927,1,1,4,1,5.0
userid_058928,1,3,5,12,2.0
userid_058929,1,1,1,1,5.0
userid_058930,0,3,3,7,1.0
userid_058931,1,2,3,2,5.0
userid_058932,1,2,3,9,2.0
userid_058933,0,1,4,5,2.0
userid_058934,1,2,35,4,2.0
userid_058935,0,2,3,1,1.0
userid_058936,0,1,19,5,5.0
userid_058937,1,3,36,7,2.0
userid_058938,1,3,4,1,5.0
userid_058939,1,2,4,1,2.0
userid_058940,0,1,10,8,1.0
userid_058941,0,2,2,5,1.0
userid_058942,1,2,29,2,1.0
userid_058943,1,2,30,1,5.0
userid_058944,0,3,3,9,5.0
userid_058945,1,2,18,10,1.0
userid_058946,1,2,1,9,2.0
userid_058947,1,2,25,6,1.0
userid_058948,1,2,4,1,2.0
userid_058949,1,2,4,1,2.0
userid_058950,1,2,30,1,2.0
userid_058951,1,1,27,3,2.0
userid_058952,1,2,1,5,1.0
userid_058953,1,2,1,5,1.0
userid_058954,0,2,10,1,5.0
userid_058955,1,2,25,7,1.0
userid_058956,0,2,11,1,2.0
userid_058957,0,2,3,6,2.0
userid_058958,0,2,21,2,2.0
userid_058959,1,3,8,1,2.0
userid_058960,0,2,2,7,5.0
userid_058961,1,2,2,2,1.0
userid_058962,1,2,5,4,5.0
userid_058963,0,2,26,1,1.0
userid_058964,1,2,25,6,1.0
userid_058965,1,1,11,7,1.0
userid_058966,1,2,2,7,1.0
userid_058967,1,2,3,1,1.0
userid_058968,0,2,3,1,2.0
userid_058969,1,2,2,1,5.0
userid_058970,1,2,3,1,5.0
userid_058971,1,2,3,1,1.0
userid_058972,1,2,3,1,1.0
userid_058973,1,2,1,11,2.0
userid_058974,1,1,1,5,2.0
userid_058975,0,2,1,9,2.0
userid_058976,1,2,2,3,1.0
userid_058977,1,2,33,1,2.0
userid_058978,1,2,1,2,2.0
userid_058979,1,2,1,9,1.0
